,id,sv_cluster,hv1_cluster,hv2_cluster
1521,GCGS1013_opa_9,1,2,2
1522,GCGS1014_opa_1,2,1,5
1523,GCGS1014_opa_10,1,2,2
1524,GCGS1014_opa_11,3,2,7
1525,GCGS1014_opa_2,2,1,6
1526,GCGS1014_opa_3,2,1,6
1527,GCGS1014_opa_4,2,1,4
1528,GCGS1014_opa_5,2,1,2
1529,GCGS1014_opa_6,1,2,3
1530,GCGS1014_opa_7,2,1,2
1531,GCGS1014_opa_8,1,2,2
1532,GCGS1014_opa_9,2,1,6
1533,GCGS1095_opa_1,2,1,5
1534,GCGS1095_opa_10,2,2,2
1535,GCGS1095_opa_11,3,2,7
1536,GCGS1095_opa_2,2,1,4
1537,GCGS1095_opa_3,2,1,4
1538,GCGS1095_opa_4,2,1,2
1539,GCGS1095_opa_5,1,18,3
1540,GCGS1095_opa_6,2,1,2
1541,GCGS1095_opa_7,1,2,2
1542,GCGS1095_opa_8,2,1,6
1543,GCGS1095_opa_9,1,2,2
1544,GGG022_opa_1,4,8,9
1545,GGG022_opa_10,1,1,3
1546,GGG022_opa_11,1,1,2
1547,GGG022_opa_2,4,2,3
1548,GGG022_opa_3,1,6,8
1549,GGG022_opa_4,4,2,1
1550,GGG022_opa_5,2,2,7
1551,GGG022_opa_6,2,1,4
1552,GGG022_opa_7,1,1,2
1553,GGG022_opa_8,2,1,7
1554,GGG022_opa_9,3,2,1
1555,GGG031_opa_1,2,2,1
1556,GGG031_opa_10,2,1,6
1557,GGG031_opa_11,1,5,1
1558,GGG031_opa_2,5,1,2
1559,GGG031_opa_3,2,6,8
1560,GGG031_opa_4,5,1,2
1561,GGG031_opa_5,5,5,1
1562,GGG031_opa_6,2,2,3
1563,GGG031_opa_7,1,2,2
1564,GGG031_opa_8,1,5,1
1565,GGG031_opa_9,2,5,1
1566,H035_opa_1,1,1,2
1567,H035_opa_10,1,1,5
1568,H035_opa_11,2,4,2
1569,H035_opa_2,1,4,2
1570,H035_opa_3,1,2,3
1571,H035_opa_4,1,1,2
1572,H035_opa_5,1,18,3
1573,H035_opa_6,1,4,5
1574,H035_opa_7,2,9,5
1575,H035_opa_8,1,4,5
1576,H035_opa_9,3,2,3
1577,HHH023_opa_1,1,13,6
1578,HHH023_opa_10,2,1,4
1579,HHH023_opa_11,1,2,2
1580,HHH023_opa_2,1,13,6
1581,HHH023_opa_3,4,7,3
1582,HHH023_opa_4,1,2,2
1583,HHH023_opa_5,1,2,3
1584,HHH023_opa_6,1,2,2
1585,HHH023_opa_7,1,13,6
1586,HHH023_opa_8,3,1,6
1587,HHH023_opa_9,1,13,6
1588,HHH030_opa_1,3,4,6
1589,HHH030_opa_10,1,2,3
1590,HHH030_opa_2,3,4,6
1591,HHH030_opa_3,2,3,4
1592,HHH030_opa_4,2,3,4
1593,HHH030_opa_5,2,3,4
1594,HHH030_opa_6,2,3,4
1595,HHH030_opa_7,1,1,2
1596,HHH030_opa_8,2,3,4
1597,HHH030_opa_9,1,1,2
1598,HHH042_opa_1,2,16,2
1599,HHH042_opa_10,2,1,2
1600,HHH042_opa_11,2,10,1
1601,HHH042_opa_2,2,10,1
1602,HHH042_opa_3,1,6,8
1603,HHH042_opa_4,1,4,5
1604,HHH042_opa_5,4,3,4
1605,HHH042_opa_6,2,10,1
1606,HHH042_opa_7,1,11,3
1607,HHH042_opa_8,2,4,2
1608,HHH042_opa_9,4,10,1
1609,JJJ010_opa_1,1,8,9
1610,JJJ010_opa_10,1,5,1
1611,JJJ010_opa_11,1,8,9
1612,JJJ010_opa_2,1,8,9
1613,JJJ010_opa_3,3,2,1
1614,JJJ010_opa_4,4,2,1
1615,JJJ010_opa_5,1,2,4
1616,JJJ010_opa_6,1,8,9
1617,JJJ010_opa_7,1,2,2
1618,JJJ010_opa_8,4,8,1
1619,JJJ010_opa_9,3,2,3
1620,JJJ020_opa_1,1,10,1
1621,JJJ020_opa_10,1,4,7
1622,JJJ020_opa_11,2,4,2
1623,JJJ020_opa_2,1,4,5
1624,JJJ020_opa_3,2,1,4
1625,JJJ020_opa_4,2,1,4
1626,JJJ020_opa_5,2,3,4
1627,JJJ020_opa_6,1,1,2
1628,JJJ020_opa_7,2,3,4
1629,JJJ020_opa_8,2,4,7
1630,JJJ020_opa_9,1,1,2
1631,JJJ025_opa_1,1,7,3
1632,JJJ025_opa_10,1,2,3
1633,JJJ025_opa_11,1,12,1
1634,JJJ025_opa_2,1,13,3
1635,JJJ025_opa_3,5,2,3
1636,JJJ025_opa_4,5,2,1
1637,JJJ025_opa_5,5,2,1
1638,JJJ025_opa_6,3,7,1
1639,JJJ025_opa_7,1,1,2
1640,JJJ025_opa_8,1,12,1
1641,JJJ025_opa_9,3,12,1
1642,NCTC8375_opa_1,3,5,2
1643,NCTC8375_opa_10,1,5,1
1644,NCTC8375_opa_2,1,1,2
1645,NCTC8375_opa_3,2,1,7
1646,NCTC8375_opa_4,1,5,1
1647,NCTC8375_opa_5,1,5,1
1648,NCTC8375_opa_6,2,5,1
1649,NCTC8375_opa_7,1,5,1
1650,NCTC8375_opa_8,1,12,1
1651,NCTC8375_opa_9,1,1,2
1652,NG196_opa_1,1,1,2
1653,NG196_opa_10,4,5,1
1654,NG196_opa_11,1,8,9
1655,NG196_opa_2,1,1,4
1656,NG196_opa_3,1,1,6
1657,NG196_opa_4,1,4,6
1658,NG196_opa_5,1,5,1
1659,NG196_opa_6,1,1,4
1660,NG196_opa_7,4,1,1
1661,NG196_opa_8,1,4,6
1662,NG196_opa_9,4,1,1
1663,NG250_opa_1,2,3,2
1664,NG250_opa_10,1,1,2
1665,NG250_opa_11,1,1,2
1666,NG250_opa_2,1,1,2
1667,NG250_opa_3,2,5,1
1668,NG250_opa_4,1,4,2
1669,NG250_opa_5,2,1,2
1670,NG250_opa_6,2,1,2
1671,NG250_opa_7,1,11,3
1672,NG250_opa_8,1,1,2
1673,NG250_opa_9,1,11,3
1674,NG251_opa_1,1,4,2
1675,NG251_opa_10,4,5,1
1676,NG251_opa_11,1,8,9
1677,NG251_opa_2,1,5,1
1678,NG251_opa_3,4,1,1
1679,NG251_opa_4,4,1,1
1680,NG251_opa_5,1,1,2
1681,NG251_opa_6,1,1,6
1682,NG251_opa_7,1,1,5
1683,NG251_opa_8,1,4,2
1684,NG251_opa_9,4,1,1
1685,NG290_opa_1,1,1,5
1686,NG290_opa_10,4,5,1
1687,NG290_opa_11,1,8,9
1688,NG290_opa_2,1,5,1
1689,NG290_opa_3,1,1,6
1690,NG290_opa_4,4,1,6
1691,NG290_opa_5,4,1,1
1692,NG290_opa_6,1,1,1
1693,NG290_opa_7,1,1,5
1694,NG290_opa_8,1,8,9
1695,NG290_opa_9,1,1,1
1696,Ng_118_opa_1,1,1,2
1697,Ng_118_opa_10,1,1,6
1698,Ng_118_opa_11,4,2,1
1699,Ng_118_opa_2,1,13,6
1700,Ng_118_opa_3,4,2,3
1701,Ng_118_opa_4,5,2,1
1702,Ng_118_opa_5,5,2,1
1703,Ng_118_opa_6,5,2,1
1704,Ng_118_opa_7,1,1,2
1705,Ng_118_opa_8,1,2,1
1706,Ng_118_opa_9,4,2,3
1707,Ng_188_opa_1,2,1,2
1708,Ng_188_opa_10,1,1,2
1709,Ng_188_opa_11,2,5,1
1710,Ng_188_opa_2,1,1,2
1711,Ng_188_opa_3,1,15,2
1712,Ng_188_opa_4,1,1,2
1713,Ng_188_opa_5,2,5,1
1714,Ng_188_opa_6,1,15,2
1715,Ng_188_opa_7,1,11,3
1716,Ng_188_opa_8,2,5,1
1717,Ng_188_opa_9,1,3,7
1718,RIVM0610_opa_1,1,7,1
1719,RIVM0610_opa_10,1,8,9
1720,RIVM0610_opa_2,6,21,2
1721,RIVM0610_opa_3,4,12,1
1722,RIVM0610_opa_4,1,4,5
1723,RIVM0610_opa_5,1,9,5
1724,RIVM0610_opa_6,5,3,4
1725,RIVM0610_opa_7,2,9,5
1726,RIVM0610_opa_8,1,2,3
1727,RIVM0610_opa_9,4,12,1
1728,RIVM0640_opa_1,5,3,4
1729,RIVM0640_opa_10,1,8,9
1730,RIVM0640_opa_2,6,21,2
1731,RIVM0640_opa_3,4,12,1
1732,RIVM0640_opa_4,1,4,5
1733,RIVM0640_opa_5,1,9,5
1734,RIVM0640_opa_6,5,3,4
1735,RIVM0640_opa_7,2,9,5
1736,RIVM0640_opa_8,1,8,9
1737,RIVM0640_opa_9,4,12,1
1738,SAMEA116302675_opa_1,2,1,4
1739,SAMEA116302675_opa_10,2,1,4
1740,SAMEA116302675_opa_11,1,1,6
1741,SAMEA116302675_opa_2,1,1,2
1742,SAMEA116302675_opa_3,3,1,6
1743,SAMEA116302675_opa_4,2,1,2
1744,SAMEA116302675_opa_5,1,13,6
1745,SAMEA116302675_opa_6,1,1,6
1746,SAMEA116302675_opa_7,1,15,6
1747,SAMEA116302675_opa_8,1,1,6
1748,SAMEA116302675_opa_9,1,1,2
1749,SAMEA116302676_opa_1,2,1,4
1750,SAMEA116302676_opa_10,2,1,4
1751,SAMEA116302676_opa_11,1,1,6
1752,SAMEA116302676_opa_2,1,1,2
1753,SAMEA116302676_opa_3,3,1,6
1754,SAMEA116302676_opa_4,2,1,2
1755,SAMEA116302676_opa_5,1,13,6
1756,SAMEA116302676_opa_6,1,1,6
1757,SAMEA116302676_opa_7,1,15,6
1758,SAMEA116302676_opa_8,1,1,6
1759,SAMEA116302676_opa_9,1,1,2
1760,SE690_opa_1,2,2,1
1761,SE690_opa_10,1,9,6
1762,SE690_opa_11,2,3,5
1763,SE690_opa_2,5,4,5
1764,SE690_opa_3,1,9,6
1765,SE690_opa_4,1,1,5
1766,SE690_opa_5,2,1,5
1767,SE690_opa_6,1,1,2
1768,SE690_opa_7,1,8,9
1769,SE690_opa_8,1,3,4
1770,SE690_opa_9,1,3,4
1771,SRR5827236_opa_1,1,1,2
1772,SRR5827236_opa_10,1,1,2
1773,SRR5827236_opa_11,1,9,5
1774,SRR5827236_opa_2,2,1,2
1775,SRR5827236_opa_3,1,9,5
1776,SRR5827236_opa_4,2,1,1
1777,SRR5827236_opa_5,2,1,2
1778,SRR5827236_opa_6,2,1,2
1779,SRR5827236_opa_7,1,1,2
1780,SRR5827236_opa_8,1,1,7
1781,SRR5827236_opa_9,1,2,3
1782,SRR5827322_opa_1,2,4,5
1783,SRR5827322_opa_10,2,1,5
1784,SRR5827322_opa_11,4,2,7
1785,SRR5827322_opa_2,2,1,5
1786,SRR5827322_opa_3,3,15,2
1787,SRR5827322_opa_4,2,1,5
1788,SRR5827322_opa_5,1,4,5
1789,SRR5827322_opa_6,1,8,9
1790,SRR5827322_opa_7,2,4,5
1791,SRR5827322_opa_8,1,8,9
1792,SRR5827322_opa_9,4,10,1
1793,SRRSH203_opa_1,3,8,9
1794,SRRSH203_opa_10,3,3,4
1795,SRRSH203_opa_11,1,6,8
1796,SRRSH203_opa_2,2,2,3
1797,SRRSH203_opa_3,1,6,8
1798,SRRSH203_opa_4,4,2,1
1799,SRRSH203_opa_5,1,6,8
1800,SRRSH203_opa_6,1,2,1
1801,SRRSH203_opa_7,2,4,6
1802,SRRSH203_opa_8,1,6,8
1803,SRRSH203_opa_9,2,8,9
1804,SRRSH204_opa_1,3,8,9
1805,SRRSH204_opa_10,3,3,4
1806,SRRSH204_opa_11,1,2,1
1807,SRRSH204_opa_2,2,2,3
1808,SRRSH204_opa_3,1,6,8
1809,SRRSH204_opa_4,4,2,1
1810,SRRSH204_opa_5,1,6,8
1811,SRRSH204_opa_6,1,2,1
1812,SRRSH204_opa_7,2,4,6
1813,SRRSH204_opa_8,1,6,8
1814,SRRSH204_opa_9,2,8,9
1815,SRRSH205_opa_1,3,8,9
1816,SRRSH205_opa_10,3,3,4
1817,SRRSH205_opa_11,1,6,8
1818,SRRSH205_opa_2,2,2,3
1819,SRRSH205_opa_3,1,6,8
1820,SRRSH205_opa_4,4,2,1
1821,SRRSH205_opa_5,1,6,8
1822,SRRSH205_opa_6,1,2,1
1823,SRRSH205_opa_7,2,4,6
1824,SRRSH205_opa_8,1,6,8
1825,SRRSH205_opa_9,2,8,9
1826,SRRSH207_opa_1,3,4,5
1827,SRRSH207_opa_10,3,3,4
1828,SRRSH207_opa_11,4,6,8
1829,SRRSH207_opa_2,2,2,3
1830,SRRSH207_opa_3,1,6,8
1831,SRRSH207_opa_4,4,2,1
1832,SRRSH207_opa_5,1,6,8
1833,SRRSH207_opa_6,3,4,6
1834,SRRSH207_opa_7,2,8,9
1835,SRRSH207_opa_8,3,2,1
1836,SRRSH207_opa_9,2,8,9
1837,SRRSH214_opa_1,3,8,9
1838,SRRSH214_opa_10,3,3,4
1839,SRRSH214_opa_11,4,2,1
1840,SRRSH214_opa_2,2,2,3
1841,SRRSH214_opa_3,1,6,8
1842,SRRSH214_opa_4,4,2,1
1843,SRRSH214_opa_5,1,6,8
1844,SRRSH214_opa_6,1,2,1
1845,SRRSH214_opa_7,2,4,6
1846,SRRSH214_opa_8,1,6,8
1847,SRRSH214_opa_9,2,8,9
1848,SRRSH229_opa_1,3,8,9
1849,SRRSH229_opa_10,3,3,4
1850,SRRSH229_opa_11,1,6,8
1851,SRRSH229_opa_2,2,2,3
1852,SRRSH229_opa_3,1,6,8
1853,SRRSH229_opa_4,4,2,1
1854,SRRSH229_opa_5,1,6,8
1855,SRRSH229_opa_6,1,2,1
1856,SRRSH229_opa_7,2,4,6
1857,SRRSH229_opa_8,1,6,8
1858,SRRSH229_opa_9,2,8,9
1859,SRRSH240_opa_1,3,4,5
1860,SRRSH240_opa_10,3,3,4
1861,SRRSH240_opa_11,4,6,8
1862,SRRSH240_opa_2,2,2,3
1863,SRRSH240_opa_3,1,6,8
1864,SRRSH240_opa_4,4,2,1
1865,SRRSH240_opa_5,1,6,8
1866,SRRSH240_opa_6,3,4,6
1867,SRRSH240_opa_7,2,8,9
1868,SRRSH240_opa_8,3,2,1
1869,SRRSH240_opa_9,2,8,9
1870,SS3160_opa_1,4,2,1
1871,SS3160_opa_10,1,1,2
1872,SS3160_opa_11,2,2,1
1873,SS3160_opa_2,2,5,1
1874,SS3160_opa_3,1,6,8
1875,SS3160_opa_4,4,2,1
1876,SS3160_opa_5,1,6,8
1877,SS3160_opa_6,2,8,9
1878,SS3160_opa_7,2,4,6
1879,SS3160_opa_8,2,5,1
1880,SS3160_opa_9,2,5,1
1881,TFG-A2_opa_1,1,5,1
1882,TFG-A2_opa_10,1,1,2
1883,TFG-A2_opa_11,1,12,1
1884,TFG-A2_opa_2,1,2,3
1885,TFG-A2_opa_3,1,12,1
1886,TFG-A2_opa_4,1,1,2
1887,TFG-A2_opa_5,1,9,6
1888,TFG-A2_opa_6,1,1,2
1889,TFG-A2_opa_7,1,1,2
1890,TFG-A2_opa_8,1,1,2
1891,TFG-A2_opa_9,4,12,1
1892,TFG-B2_opa_1,1,5,1
1893,TFG-B2_opa_10,1,1,2
1894,TFG-B2_opa_11,1,9,6
1895,TFG-B2_opa_2,2,2,3
1896,TFG-B2_opa_3,1,9,6
1897,TFG-B2_opa_4,1,1,2
1898,TFG-B2_opa_5,1,1,2
1899,TFG-B2_opa_6,1,1,2
1900,TFG-B2_opa_7,1,1,2
1901,TFG-B2_opa_8,1,9,6
1902,TFG-B2_opa_9,1,12,1
1903,TH1713_opa_1,2,1,6
1904,TH1713_opa_10,2,1,5
1905,TH1713_opa_11,5,10,1
1906,TH1713_opa_2,2,1,9
1907,TH1713_opa_3,2,1,5
1908,TH1713_opa_4,5,7,1
1909,TH1713_opa_5,1,7,1
1910,TH1713_opa_6,5,10,1
1911,TH1713_opa_7,2,1,5
1912,TH1713_opa_8,5,1,6
1913,TH1713_opa_9,2,10,1
1914,TH2288_opa_1,2,1,6
1915,TH2288_opa_10,2,1,5
1916,TH2288_opa_11,5,10,1
1917,TH2288_opa_2,2,1,9
1918,TH2288_opa_3,2,1,5
1919,TH2288_opa_4,5,7,1
1920,TH2288_opa_5,1,7,1
1921,TH2288_opa_6,5,10,1
1922,TH2288_opa_7,2,1,5
1923,TH2288_opa_8,5,1,6
1924,TH2288_opa_9,2,10,1
1925,TUM15748_opa_1,2,1,2
1926,TUM15748_opa_10,2,1,2
1927,TUM15748_opa_11,2,1,2
1928,TUM15748_opa_2,2,3,4
1929,TUM15748_opa_3,3,2,3
1930,TUM15748_opa_4,1,13,6
1931,TUM15748_opa_5,2,1,2
1932,TUM15748_opa_6,2,1,2
1933,TUM15748_opa_7,3,1,2
1934,TUM15748_opa_8,2,1,7
1935,TUM15748_opa_9,2,3,4
1936,TUM16691_opa_1,1,1,2
1937,TUM16691_opa_10,1,1,5
1938,TUM16691_opa_11,2,4,2
1939,TUM16691_opa_2,1,4,2
1940,TUM16691_opa_3,1,18,3
1941,TUM16691_opa_4,1,4,5
1942,TUM16691_opa_5,1,2,3
1943,TUM16691_opa_6,1,4,2
1944,TUM16691_opa_7,2,9,5
1945,TUM16691_opa_8,1,1,5
1946,TUM16691_opa_9,3,2,3
1947,UMASS-DGI_1_opa_1,1,3,5
1948,UMASS-DGI_1_opa_10,2,3,4
1949,UMASS-DGI_1_opa_11,1,10,1
1950,UMASS-DGI_1_opa_2,1,6,8
1951,UMASS-DGI_1_opa_3,1,10,1
1952,UMASS-DGI_1_opa_4,1,19,9
1953,UMASS-DGI_1_opa_5,1,6,8
1954,UMASS-DGI_1_opa_6,3,2,3
1955,UMASS-DGI_1_opa_7,2,14,9
1956,UMASS-DGI_1_opa_8,1,5,1
1957,UMASS-DGI_1_opa_9,1,12,1
1958,UMASS-DGI_26_opa_1,1,11,3
1959,UMASS-DGI_26_opa_10,2,14,2
1960,UMASS-DGI_26_opa_11,1,1,6
1961,UMASS-DGI_26_opa_2,1,11,3
1962,UMASS-DGI_26_opa_3,1,11,3
1963,UMASS-DGI_26_opa_4,2,14,2
1964,UMASS-DGI_26_opa_5,1,5,1
1965,UMASS-DGI_26_opa_6,2,2,1
1966,UMASS-DGI_26_opa_7,1,2,7
1967,UMASS-DGI_26_opa_8,3,14,9
1968,UMASS-DGI_26_opa_9,2,14,1
1969,UMASS-DGI_36_opa_1,3,2,3
1970,UMASS-DGI_36_opa_10,2,3,4
1971,UMASS-DGI_36_opa_2,3,6,8
1972,UMASS-DGI_36_opa_3,1,2,7
1973,UMASS-DGI_36_opa_4,3,6,8
1974,UMASS-DGI_36_opa_5,3,2,3
1975,UMASS-DGI_36_opa_6,2,3,4
1976,UMASS-DGI_36_opa_7,3,2,3
1977,UMASS-DGI_36_opa_8,1,10,3
1978,UMASS-DGI_36_opa_9,1,1,5
1979,UMASS-DGI_40_opa_1,1,2,3
1980,UMASS-DGI_40_opa_10,1,10,3
1981,UMASS-DGI_40_opa_2,3,14,9
1982,UMASS-DGI_40_opa_3,1,2,7
1983,UMASS-DGI_40_opa_4,2,6,8
1984,UMASS-DGI_40_opa_5,3,2,3
1985,UMASS-DGI_40_opa_6,2,3,4
1986,UMASS-DGI_40_opa_7,1,10,3
1987,UMASS-DGI_40_opa_8,1,10,3
1988,UMASS-DGI_40_opa_9,2,1,5
1989,UMASS-DGI_46_opa_1,1,16,2
1990,UMASS-DGI_46_opa_10,1,19,9
1991,UMASS-DGI_46_opa_11,1,13,3
1992,UMASS-DGI_46_opa_2,3,16,2
1993,UMASS-DGI_46_opa_3,1,13,3
1994,UMASS-DGI_46_opa_4,1,2,2
1995,UMASS-DGI_46_opa_5,1,5,1
1996,UMASS-DGI_46_opa_6,1,13,2
1997,UMASS-DGI_46_opa_7,2,4,2
1998,UMASS-DGI_46_opa_8,1,13,3
1999,UMASS-DGI_46_opa_9,1,4,2
2000,UMASS-DGI_54_opa_1,1,4,2
2001,UMASS-DGI_54_opa_10,1,1,6
2002,UMASS-DGI_54_opa_11,1,1,2
2003,UMASS-DGI_54_opa_2,1,4,2
2004,UMASS-DGI_54_opa_3,1,1,6
2005,UMASS-DGI_54_opa_4,1,1,2
2006,UMASS-DGI_54_opa_5,3,2,3
2007,UMASS-DGI_54_opa_6,3,5,1
2008,UMASS-DGI_54_opa_7,1,5,1
2009,UMASS-DGI_54_opa_8,1,1,2
2010,UMASS-DGI_54_opa_9,3,2,1
2011,UMASS-DGI_5_opa_1,1,4,2
2012,UMASS-DGI_5_opa_10,1,1,6
2013,UMASS-DGI_5_opa_11,1,1,6
2014,UMASS-DGI_5_opa_2,1,4,2
2015,UMASS-DGI_5_opa_3,1,1,6
2016,UMASS-DGI_5_opa_4,1,1,2
2017,UMASS-DGI_5_opa_5,3,2,3
2018,UMASS-DGI_5_opa_6,3,5,1
2019,UMASS-DGI_5_opa_7,1,5,1
2020,UMASS-DGI_5_opa_8,1,5,1
2021,UMASS-DGI_5_opa_9,3,2,1
2022,UMASS-DGI_65_opa_1,1,5,1
2023,UMASS-DGI_65_opa_10,1,1,6
2024,UMASS-DGI_65_opa_2,1,11,3
2025,UMASS-DGI_65_opa_3,2,14,2
2026,UMASS-DGI_65_opa_4,1,5,1
2027,UMASS-DGI_65_opa_5,2,2,1
2028,UMASS-DGI_65_opa_6,1,5,7
2029,UMASS-DGI_65_opa_7,3,14,9
2030,UMASS-DGI_65_opa_8,2,5,1
2031,UMASS-DGI_65_opa_9,2,14,2
2032,UMASS-DGI_9_opa_1,1,5,1
2033,UMASS-DGI_9_opa_10,2,5,1
2034,UMASS-DGI_9_opa_11,2,9,5
2035,UMASS-DGI_9_opa_2,1,8,9
2036,UMASS-DGI_9_opa_3,2,4,2
2037,UMASS-DGI_9_opa_4,2,5,1
2038,UMASS-DGI_9_opa_5,1,5,1
2039,UMASS-DGI_9_opa_6,2,1,4
2040,UMASS-DGI_9_opa_7,2,9,5
2041,UMASS-DGI_9_opa_8,2,9,5
2042,UMASS-DGI_9_opa_9,2,5,1
2043,WHO_A_2024_opa_1,1,14,3
2044,WHO_A_2024_opa_10,1,2,1
2045,WHO_A_2024_opa_11,1,14,3
2046,WHO_A_2024_opa_2,1,14,9
2047,WHO_A_2024_opa_3,3,1,6
2048,WHO_A_2024_opa_4,1,2,1
2049,WHO_A_2024_opa_5,1,8,9
2050,WHO_A_2024_opa_6,1,2,1
2051,WHO_A_2024_opa_7,1,5,1
2052,WHO_A_2024_opa_8,1,2,3
2053,WHO_A_2024_opa_9,1,5,1
2054,WHO_B_2024_opa_1,3,10,1
2055,WHO_B_2024_opa_10,3,8,9
2056,WHO_B_2024_opa_2,3,5,1
2057,WHO_B_2024_opa_3,1,8,3
2058,WHO_B_2024_opa_4,1,6,8
2059,WHO_B_2024_opa_5,1,8,9
2060,WHO_B_2024_opa_6,2,9,5
2061,WHO_B_2024_opa_7,1,2,3
2062,WHO_B_2024_opa_8,1,5,1
2063,WHO_B_2024_opa_9,1,1,5
2064,WHO_C_2024_opa_1,1,8,2
2065,WHO_C_2024_opa_10,1,5,1
2066,WHO_C_2024_opa_11,1,5,1
2067,WHO_C_2024_opa_2,1,8,9
2068,WHO_C_2024_opa_3,1,15,2
2069,WHO_C_2024_opa_4,5,2,3
2070,WHO_C_2024_opa_5,1,5,1
2071,WHO_C_2024_opa_6,2,5,1
2072,WHO_C_2024_opa_7,2,3,4
2073,WHO_C_2024_opa_8,1,5,1
2074,WHO_C_2024_opa_9,2,5,1
2075,WHO_D_2024_opa_1,5,2,3
2076,WHO_D_2024_opa_10,2,3,4
2077,WHO_D_2024_opa_11,1,1,2
2078,WHO_D_2024_opa_2,5,1,2
2079,WHO_D_2024_opa_3,1,2,4
2080,WHO_D_2024_opa_4,1,1,2
2081,WHO_D_2024_opa_5,1,1,6
2082,WHO_D_2024_opa_6,1,16,2
2083,WHO_D_2024_opa_7,1,1,2
2084,WHO_D_2024_opa_8,1,16,2
2085,WHO_D_2024_opa_9,1,12,1
2086,WHO_E_2024_opa_1,2,20,3
2087,WHO_E_2024_opa_10,2,3,4
2088,WHO_E_2024_opa_11,1,2,4
2089,WHO_E_2024_opa_2,1,4,6
2090,WHO_E_2024_opa_3,1,15,2
2091,WHO_E_2024_opa_4,5,2,2
2092,WHO_E_2024_opa_5,1,2,4
2093,WHO_E_2024_opa_6,1,2,7
2094,WHO_E_2024_opa_7,2,3,7
2095,WHO_E_2024_opa_8,5,1,6
2096,WHO_E_2024_opa_9,2,3,7
2097,WHO_F_2024_opa_1,3,1,2
2098,WHO_F_2024_opa_10,2,1,6
2099,WHO_F_2024_opa_11,2,1,2
2100,WHO_F_2024_opa_2,3,2,1
2101,WHO_F_2024_opa_3,1,5,1
2102,WHO_F_2024_opa_4,2,1,6
2103,WHO_F_2024_opa_5,1,2,1
2104,WHO_F_2024_opa_6,1,2,1
2105,WHO_F_2024_opa_7,1,2,1
2106,WHO_F_2024_opa_8,1,2,1
2107,WHO_F_2024_opa_9,2,2,1
2108,WHO_G_2024_opa_1,4,4,5
2109,WHO_G_2024_opa_10,4,4,2
2110,WHO_G_2024_opa_11,1,1,2
2111,WHO_G_2024_opa_2,5,3,2
2112,WHO_G_2024_opa_3,2,1,4
2113,WHO_G_2024_opa_4,5,2,3
2114,WHO_G_2024_opa_5,2,20,6
2115,WHO_G_2024_opa_6,5,2,3
2116,WHO_G_2024_opa_7,2,1,2
2117,WHO_G_2024_opa_8,4,4,2
2118,WHO_G_2024_opa_9,4,12,1
2119,WHO_H_2024_opa_1,1,7,1
2120,WHO_H_2024_opa_10,4,3,4
2121,WHO_H_2024_opa_11,1,8,9
2122,WHO_H_2024_opa_2,6,21,2
2123,WHO_H_2024_opa_3,4,3,4
2124,WHO_H_2024_opa_4,1,4,5
2125,WHO_H_2024_opa_5,1,9,5
2126,WHO_H_2024_opa_6,4,9,5
2127,WHO_H_2024_opa_7,1,2,3
2128,WHO_H_2024_opa_8,2,9,5
2129,WHO_H_2024_opa_9,4,3,4
2130,WHO_I_2024_opa_1,1,5,1
2131,WHO_I_2024_opa_10,1,7,1
2132,WHO_I_2024_opa_2,1,2,1
2133,WHO_I_2024_opa_3,1,7,1
2134,WHO_I_2024_opa_4,4,2,1
2135,WHO_I_2024_opa_5,1,5,1
2136,WHO_I_2024_opa_6,1,7,1
2137,WHO_I_2024_opa_7,2,9,5
2138,WHO_I_2024_opa_8,2,3,4
2139,WHO_I_2024_opa_9,1,1,2
2140,WHO_J_2024_opa_1,2,1,6
2141,WHO_J_2024_opa_10,1,1,5
2142,WHO_J_2024_opa_11,4,2,7
2143,WHO_J_2024_opa_2,2,7,1
2144,WHO_J_2024_opa_3,1,18,3
2145,WHO_J_2024_opa_4,1,1,5
2146,WHO_J_2024_opa_5,1,12,1
2147,WHO_J_2024_opa_6,2,7,1
2148,WHO_J_2024_opa_7,2,3,4
2149,WHO_J_2024_opa_8,1,1,5
2150,WHO_J_2024_opa_9,1,2,1
2151,WHO_K_2024_opa_1,1,1,2
2152,WHO_K_2024_opa_10,1,4,2
2153,WHO_K_2024_opa_11,1,8,9
2154,WHO_K_2024_opa_2,1,4,2
2155,WHO_K_2024_opa_3,1,18,3
2156,WHO_K_2024_opa_4,1,1,2
2157,WHO_K_2024_opa_5,1,2,3
2158,WHO_K_2024_opa_6,1,4,2
2159,WHO_K_2024_opa_7,2,9,5
2160,WHO_K_2024_opa_8,1,18,5
2161,WHO_K_2024_opa_9,3,2,3
2162,WHO_L_2024_opa_1,2,1,2
2163,WHO_L_2024_opa_10,4,11,3
2164,WHO_L_2024_opa_11,1,2,1
2165,WHO_L_2024_opa_2,4,2,3
2166,WHO_L_2024_opa_3,1,2,1
2167,WHO_L_2024_opa_4,4,2,3
2168,WHO_L_2024_opa_5,4,2,3
2169,WHO_L_2024_opa_6,4,4,2
2170,WHO_L_2024_opa_7,2,1,4
2171,WHO_L_2024_opa_8,1,2,1
2172,WHO_L_2024_opa_9,2,1,4
2173,WHO_M_2024_opa_1,5,2,1
2174,WHO_M_2024_opa_10,2,4,2
