node	1	10	11	12	13	14	15	16	17	18	2	20	3	4	5	6	7	8	9
n11	0.11385609644229348	9.662825216228193e-11	9.662825216228193e-11	9.662825216228193e-11	9.662825216228114e-11	9.662825216228114e-11	9.662825216228114e-11	9.662825216228114e-11	9.662825216228193e-11	9.662825216228193e-11	0.1156967003380953	9.662825216228193e-11	0.4130168284197836	9.662825216228114e-11	9.662825216228114e-11	0.3574303733504038	9.662825216228114e-11	9.662825216228114e-11	9.662825216228114e-11
n55	0.014275578342694611	1.2372123317009578e-11	1.2372123317009578e-11	1.2372123317009578e-11	1.2372123317009578e-11	1.2372123317009578e-11	1.2372123317009578e-11	1.2372123317009578e-11	1.2372123317009578e-11	1.2372123317009578e-11	0.01427560898278596	1.2372123317009578e-11	0.9286218179231139	1.2372123317009578e-11	1.2372123317009578e-11	0.04282699456582363	1.2372123317009578e-11	1.2372123317009578e-11	1.2372123317009578e-11
n8	0.11550991815651626	9.946279433715618e-11	9.946279433715618e-11	9.946279433715618e-11	9.946279433715618e-11	9.946279433715618e-11	9.946279433715618e-11	9.946279433715618e-11	9.946279433715618e-11	9.946279433715618e-11	0.11496690776502289	9.946279433715618e-11	0.42261868434926625	9.946279433715618e-11	9.946279433715618e-11	0.3469044882372528	9.946279433715618e-11	9.946279433715618e-11	9.946279433715618e-11
n9	0.11540650106277221	9.957018271805255e-11	9.957018271805255e-11	9.957018271805255e-11	9.957018271805255e-11	9.957018271805255e-11	9.957018271805255e-11	9.957018271805255e-11	9.957018271805255e-11	9.957018271805255e-11	0.11554726622429401	9.957018271805255e-11	0.4229103955008376	9.957018271805255e-11	9.957018271805255e-11	0.3461358357185434	9.957018271805255e-11	9.957018271805255e-11	9.957018271805255e-11
10231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
n2	0.11082307417875778	7.51593716190149e-11	7.51593716190149e-11	7.51593716190149e-11	7.51593716190149e-11	7.51593716190149e-11	7.51593716190149e-11	7.51593716190149e-11	7.51593716190149e-11	7.51593716190149e-11	0.12963824658596582	7.51593716190149e-11	0.35948650362603823	7.51593716190149e-11	7.51593716190149e-11	0.40005217448184766	7.51593716190149e-11	7.51593716190149e-11	7.51593716190149e-11
n6	0.004471756869988342	3.875512077566507e-12	3.875512077566507e-12	3.875512077566507e-12	3.875512077566507e-12	3.875512077566507e-12	3.875512077566507e-12	3.875512077566507e-12	3.875512077566507e-12	3.875512077566507e-12	0.00447176411631626	3.875512077566507e-12	0.977641146965377	3.875512077566507e-12	3.875512077566507e-12	0.013415331990185657	3.875512077566507e-12	3.875512077566507e-12	3.875512077566507e-12
10562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
n88	0.27683485808076813	2.4115661673840196e-11	2.4115661673840196e-11	2.4115661673840196e-11	2.4115661673840196e-11	2.4115661673840196e-11	2.4115661673840196e-11	2.4115661673840196e-11	2.4115661673840196e-11	2.4115661673840196e-11	0.027825890335317325	2.4115661673840196e-11	0.6118603226607143	2.4115661673840196e-11	2.4115661673840196e-11	0.08347892856146517	2.4115661673840196e-11	2.4115661673840196e-11	2.4115661673840196e-11
9126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
n99	0.11279536095451634	9.773519583481676e-11	9.773519583481676e-11	9.773519583481676e-11	9.773519583481676e-11	9.773519583481676e-11	9.773519583481676e-11	9.773519583481676e-11	9.773519583481676e-11	9.773519583481676e-11	0.12264435598159205	9.773519583481676e-11	0.4135715617759833	9.773519583481676e-11	9.773519583481676e-11	0.3509887198218804	9.773519583481676e-11	9.773519583481676e-11	9.773519583481676e-11
n1010	0.19473300626179008	5.4199593815867834e-11	5.4199593815867834e-11	5.4199593815867834e-11	5.4199593815867834e-11	5.4199593815867834e-11	5.4199593815867834e-11	5.4199593815867834e-11	5.4199593815867834e-11	5.4199593815867834e-11	0.13195208259584884	5.4199593815867834e-11	0.4856990725428373	5.4199593815867834e-11	5.4199593815867834e-11	0.1876158377865299	5.4199593815867834e-11	5.4199593815867834e-11	5.4199593815867834e-11
n22	0.11463135474998298	5.21956599179352e-11	5.21956599179352e-11	5.21956599179352e-11	5.21956599179352e-11	5.21956599179352e-11	5.21956599179352e-11	5.21956599179352e-11	5.21956599179352e-11	5.21956599179352e-11	0.15710570875512717	5.21956599179352e-11	0.23359592051620623	5.21956599179352e-11	5.21956599179352e-11	0.4946670151957486	5.21956599179352e-11	5.21956599179352e-11	5.21956599179352e-11
10792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
n66	0.002376019547143045	2.059215175752959e-12	2.059215175752959e-12	2.059215175752959e-12	2.059215175752959e-12	2.059215175752959e-12	2.059215175752959e-12	2.059215175752959e-12	2.059215175752959e-12	2.059215175752959e-12	0.0023760207603096693	2.059215175752959e-12	0.9881198907440685	2.059215175752959e-12	2.059215175752959e-12	0.0071280689175904745	2.059215175752959e-12	2.059215175752959e-12	2.059215175752959e-12
9343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10272	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
n10	0.008206682864878412	7.112437912974039e-12	7.112437912974039e-12	7.112437912974039e-12	7.112437912974039e-12	7.112437912974039e-12	7.112437912974039e-12	7.112437912974039e-12	7.112437912974039e-12	7.112437912974039e-12	0.008216430573128953	7.112437912974039e-12	0.030091159193692877	7.112437912974039e-12	7.112437912974039e-12	0.9534857272616133	7.112437912974039e-12	7.112437912974039e-12	7.112437912974039e-12
10610	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n1111	0.2106592967626207	5.131486505321355e-11	5.131486505321355e-11	5.131486505321355e-11	5.131486505321355e-11	5.131486505321355e-11	5.131486505321355e-11	5.131486505321355e-11	5.131486505321355e-11	5.131486505321355e-11	0.13873382254168182	5.131486505321355e-11	0.4729769644490835	5.131486505321355e-11	5.131486505321355e-11	0.17762991547689094	5.131486505321355e-11	5.131486505321355e-11	5.131486505321355e-11
10723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
n3	0.031481488959463094	2.2397259604315672e-11	2.2397259604315672e-11	2.2397259604315672e-11	2.2397259604315672e-11	2.2397259604315672e-11	2.2397259604315672e-11	2.2397259604315672e-11	2.2397259604315672e-11	2.2397259604315672e-11	0.42696226940559956	2.2397259604315672e-11	0.09608090249539038	2.2397259604315672e-11	2.2397259604315672e-11	0.44547533880358803	2.2397259604315672e-11	2.2397259604315672e-11	2.2397259604315672e-11
n4	0.16091727817674392	3.688856758147594e-11	3.688856758147594e-11	3.688856758147594e-11	3.688856758147594e-11	3.688856758147594e-11	3.688856758147594e-11	3.688856758147594e-11	3.688856758147594e-11	3.688856758147594e-11	0.07403776940391503	3.688856758147594e-11	0.16021508416127378	3.688856758147594e-11	3.688856758147594e-11	0.6048298677047388	3.688856758147594e-11	3.688856758147594e-11	3.688856758147594e-11
10268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
10702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
10524	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n12	0.08946660271355417	3.776275278653118e-11	3.776275278653118e-11	3.776275278653118e-11	3.776275278653118e-11	3.776275278653118e-11	3.776275278653118e-11	3.776275278653118e-11	3.776275278653118e-11	3.776275278653118e-11	0.23669228556666597	3.776275278653118e-11	0.5431234243762318	3.776275278653118e-11	3.776275278653118e-11	0.1307176867771067	3.776275278653118e-11	3.776275278653118e-11	3.776275278653118e-11
10328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n33	0.012241291360633153	9.81959101364061e-12	9.81959101364061e-12	9.81959101364061e-12	9.81959101364061e-12	9.81959101364061e-12	9.81959101364061e-12	9.81959101364061e-12	9.81959101364061e-12	9.81959101364061e-12	0.0761378627150917	9.81959101364061e-12	0.041758219349302544	9.81959101364061e-12	9.81959101364061e-12	0.8698626264276788	9.81959101364061e-12	9.81959101364061e-12	9.81959101364061e-12
n44	0.2701540347498362	2.6910858061376974e-11	2.6910858061376974e-11	2.6910858061376974e-11	2.6910858061376974e-11	2.6910858061376974e-11	2.6910858061376974e-11	2.6910858061376974e-11	2.6910858061376974e-11	2.6910858061376974e-11	0.042416373900913316	2.6910858061376974e-11	0.11535151177029358	2.6910858061376974e-11	2.6910858061376974e-11	0.5720780791752941	2.6910858061376974e-11	2.6910858061376974e-11	2.6910858061376974e-11
n5	0.0038050375738008734	2.2184253745979147e-12	2.2184253745979147e-12	2.2184253745979147e-12	2.2184253745979147e-12	2.2184253745979147e-12	2.2184253745979147e-12	2.2184253745979147e-12	2.2184253745979147e-12	2.2184253745979147e-12	0.002890891402304922	2.2184253745979147e-12	0.00942929178058435	2.2184253745979147e-12	2.2184253745979147e-12	0.9838747792100335	2.2184253745979147e-12	2.2184253745979147e-12	2.2184253745979147e-12
10531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
10814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
10588	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
10791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
10795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
