n22	0.4159745592381159	3.181756466963289e-11	3.181756466963289e-11	3.181756466963289e-11	3.181756466963289e-11	3.181756466963289e-11	3.181756466963289e-11	3.181756466963289e-11	3.181756466963289e-11	3.181756466963289e-11	0.144132228540711	3.181756466963289e-11	0.19985598640978824	3.181756466963289e-11	3.181756466963289e-11	0.240037225365939	3.181756466963289e-11	3.181756466963289e-11
10792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
n66	0.0007801541718070455	6.759635811362807e-13	6.759635811362807e-13	6.759635811362807e-13	6.759635811362807e-13	6.759635811362807e-13	6.759635811362807e-13	6.759635811362807e-13	6.759635811362807e-13	6.759635811362807e-13	0.0007802159751424172	6.759635811362807e-13	0.0018202276241211326	6.759635811362807e-13	6.759635811362807e-13	0.9966194022194659	6.759635811362807e-13	6.759635811362807e-13
9343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
10272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
9399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
n10	0.004584204525864257	3.972503974013116e-12	3.972503974013116e-12	3.972503974013116e-12	3.972503974013116e-12	3.972503974013116e-12	3.972503974013116e-12	3.972503974013116e-12	3.972503974013116e-12	3.972503974013116e-12	0.00458437655214082	3.972503974013116e-12	0.010823867643608587	3.972503974013116e-12	3.972503974013116e-12	0.9800075512227713	3.972503974013116e-12	3.972503974013116e-12
10610	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
n1111	0.02920950701572748	2.5308357981894448e-11	2.5308357981894448e-11	2.5308357981894448e-11	2.5308357981894654e-11	2.5308357981894448e-11	2.5308357981894448e-11	2.5308357981894448e-11	2.5308357981894654e-11	2.5308357981894448e-11	0.029211887088528444	2.5308357981894448e-11	0.4996813911632109	2.5308357981894654e-11	2.5308357981894654e-11	0.4418972143782162	2.5308357981894654e-11	2.5308357981894448e-11
10723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
n3	0.0620181275974056	1.4219147328073078e-11	1.4219147328073078e-11	1.4219147328073078e-11	1.4219147328073078e-11	1.4219147328073078e-11	1.4219147328073078e-11	1.4219147328073078e-11	1.4219147328073078e-11	1.4219147328073078e-11	0.39511840120273106	1.4219147328073078e-11	0.46203246624905325	1.4219147328073078e-11	1.4219147328073078e-11	0.08083100475174204	1.4219147328073078e-11	1.4219147328073078e-11
n4	0.7396404285595733	1.3198083671305199e-11	1.3198083671305199e-11	1.3198083671305199e-11	1.3198083671305199e-11	1.3198083671305199e-11	1.3198083671305199e-11	1.3198083671305199e-11	1.3198083671305199e-11	1.3198083671305199e-11	0.038556769673261576	1.3198083671305199e-11	0.060332541943100844	1.3198083671305199e-11	1.3198083671305307e-11	0.16147025963929112	1.3198083671305199e-11	1.3198083671305199e-11
10268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
10574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
10500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
10702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
10524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
n12	0.021050142936571866	1.8241232301127974e-11	1.8241232301127974e-11	1.8241232301127974e-11	1.8241232301128123e-11	1.8241232301127974e-11	1.8241232301127974e-11	1.8241232301127974e-11	1.8241232301128123e-11	1.8241232301127974e-11	0.02105095163686936	1.8241232301127974e-11	0.4713823098694449	1.8241232301128123e-11	1.8241232301128123e-11	0.48651659530173663	1.8241232301128123e-11	1.8241232301127974e-11
10328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
n33	0.0046684751772664	1.9333271744334764e-12	1.9333271744334764e-12	1.9333271744334764e-12	1.9333271744334764e-12	1.9333271744334764e-12	1.9333271744334764e-12	1.9333271744334764e-12	1.9333271744334764e-12	1.9333271744334764e-12	0.9572920470829906	1.9333271744334764e-12	0.02785253814035599	1.9333271744334764e-12	1.9333271744334764e-12	0.010186939572320444	1.9333271744334764e-12	1.9333271744334764e-12
n44	0.7398069379746315	9.387719776644405e-12	9.387719776644405e-12	9.387719776644405e-12	9.387719776644405e-12	9.387719776644405e-12	9.387719776644405e-12	9.387719776644405e-12	9.387719776644405e-12	9.387719776644405e-12	0.01989779868774133	9.387719776644405e-12	0.03491211576055112	9.387719776644405e-12	9.387719776644405e-12	0.20538314744564795	9.387719776644405e-12	9.387719776644405e-12
n5	0.9978593458268841	1.896950036910833e-13	1.896950036910833e-13	1.896950036910833e-13	1.896950036910833e-13	1.896950036910833e-13	1.896950036910833e-13	1.896950036910833e-13	1.896950036910833e-13	1.896950036910833e-13	0.0002940229014634909	1.896950036910833e-13	0.0005905997951446275	1.896950036910833e-13	1.896950036910833e-13	0.0012560314738519936	1.896950036910833e-13	1.896950036910833e-13
10531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
10771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
10794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
10638	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10791	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10795	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
