ref_lcb_start,ref_lcb_stop,ref_lcb_strand,query_lcb_start,query_lcb_stop,query_lcb_strand,lcb_num,length_ratio,ref_strain,query_strain
1601622,1660288,1,1666495,1725044,-1,5,1.001998326188321,FA1090,GCGS0313
1660291,2155339,1,1725047,2217107,1,6,1.00607243019144,FA1090,GCGS0313
1,187800,1,1,189708,1,0,0.9899423848355622,FA1090,GCGS0339
187803,1065514,1,258692,1149198,1,1,0.9856317644125924,FA1090,GCGS0339
1085437,1148068,1,1555004,1617640,1,2,0.9999201737020244,FA1090,GCGS0339
1149140,1217000,1,190781,258689,-1,3,0.999293161335925,FA1090,GCGS0339
1222642,1591373,1,1170306,1543041,1,4,0.9892577836800944,FA1090,GCGS0339
1603055,1717067,1,1619077,1732176,1,5,1.0080725735859732,FA1090,GCGS0339
1717071,2045779,1,1733074,2064945,-1,6,0.9904691883292002,FA1090,GCGS0339
2047523,2155339,1,2065081,2173620,1,7,0.9933387998783847,FA1090,GCGS0339
1,468348,1,1,468711,1,0,0.9992255339122271,FA1090,GCGS0373
470345,1066284,1,469094,1132509,-1,1,0.8982899090313001,FA1090,GCGS0373
1084718,1103421,1,1651446,1670153,1,2,0.9997861762976425,FA1090,GCGS0373
1106901,1219449,1,1537790,1650541,1,3,0.9981995725093348,FA1090,GCGS0373
1222815,1591352,1,1156489,1525908,1,4,0.9976124671443537,FA1090,GCGS0373
1591359,1600301,1,1132514,1141072,-1,5,1.0448702967983174,FA1090,GCGS0373
1600969,2155339,1,1670157,2222005,1,6,1.0045700990127717,FA1090,GCGS0373
1,257913,1,1,248411,1,0,1.0382512781288997,FA1090,GCGS0423
257919,460261,1,290467,491870,1,1,1.0046622940075371,FA1090,GCGS0423
462453,1072614,1,493277,1159320,-1,2,0.9160985101562512,FA1090,GCGS0423
1072621,1072717,1,1533456,1533552,-1,3,1.0,FA1090,GCGS0423
1085390,1093700,1,256331,264646,-1,4,0.9993986770895971,FA1090,GCGS0423
1109442,1219591,1,1547759,1658322,1,5,0.9962555285222,FA1090,GCGS0423
1220876,1591149,1,1171763,1533367,1,6,1.0239737392285484,FA1090,GCGS0423
1591351,1594577,1,1534382,1537150,1,7,1.1654624277456647,FA1090,GCGS0423
1608637,2155339,1,1662849,2214530,1,8,0.9909748568466197,FA1090,GCGS0423
1,2155339,1,1,2252723,1,0,0.956770520286125,FA1090,GCGS0431
1,187800,1,1,189061,1,0,0.9933301597376494,FA1090,GCGS0457
187803,1069985,1,258124,1210242,1,1,0.9265469196045028,FA1090,GCGS0457
1085470,1148069,1,1612589,1675221,1,2,0.9994731127857964,FA1090,GCGS0457
1149140,1217000,1,190134,258121,-1,3,0.9981319958227308,FA1090,GCGS0457
1222807,1591123,1,1227321,1599041,1,4,0.9908425696761003,FA1090,GCGS0457
1602025,1717255,1,1675627,1790768,1,5,1.0007729653207806,FA1090,GCGS0457
1717260,2046002,1,1792585,2124278,-1,6,0.9911032189404058,FA1090,GCGS0457
2047523,2155339,1,2124603,2232767,1,7,0.9967826633630413,FA1090,GCGS0457
1,458464,1,1,458272,1,0,1.0004189660702947,FA1090,GCGS0769
468638,1066490,1,467842,1134160,-1,1,0.8972472603171459,FA1090,GCGS0769
1085317,1104820,1,1649485,1669010,1,2,0.9988732394366198,FA1090,GCGS0769
1107707,1594577,1,1151768,1637855,1,3,1.0016108227539515,FA1090,GCGS0769
1602369,2155339,1,1669015,2225249,1,4,0.9941319660430682,FA1090,GCGS0769
1,187651,1,1,185487,1,0,1.0116666486958585,FA1090,GCGS0834
187652,1065429,1,298549,1243961,1,1,0.9284597614584964,FA1090,GCGS0834
1084598,1105151,1,1650926,1671488,1,2,0.9995622993872192,FA1090,GCGS0834
1108146,1149291,1,185490,226641,-1,3,0.9998541955238026,FA1090,GCGS0834
1149292,1220250,1,227467,298544,-1,4,0.9983257593877063,FA1090,GCGS0834
1220484,1600916,1,1262987,1647006,1,5,0.9906593163359104,FA1090,GCGS0834
1602700,1717553,1,1671493,1786712,1,6,0.9968234405783768,FA1090,GCGS0834
1717557,2047469,1,1788091,2116147,-1,7,1.0056575706586681,FA1090,GCGS0834
2047519,2155339,1,2116764,2225201,1,8,0.9943100602192978,FA1090,GCGS0834
1,187651,1,1,187550,1,0,1.0005385259318897,FA1090,GCGS0864
187803,1065514,1,300764,1247011,1,1,0.9275707082822984,FA1090,GCGS0864
1085316,1104975,1,1651813,1671478,1,2,0.9996948893974066,FA1090,GCGS0864
1108146,1149287,1,187555,228704,-1,3,0.9998055845828574,FA1090,GCGS0864
1149290,1220275,1,229505,300611,-1,4,0.9982983151914043,FA1090,GCGS0864
1220952,1600826,1,1266092,1647082,1,5,0.9970707892595606,FA1090,GCGS0864
1602524,1717553,1,1671483,1786881,1,6,0.9968023709249727,FA1090,GCGS0864
1717557,2044548,1,1787286,2119481,-1,7,0.9843345023254414,FA1090,GCGS0864
2044941,2155339,1,2119849,2228559,1,8,1.015527550363352,FA1090,GCGS0864
1,187800,1,1,189353,1,0,0.9917983438252567,FA1090,GCGS1013
187803,466400,1,258429,538690,1,1,0.9940626772900975,FA1090,GCGS1013
472309,1068667,1,538695,1144911,-1,2,0.9837384694564314,FA1090,GCGS1013
1069579,1072613,1,1543239,1546305,-1,3,0.9895629484670581,FA1090,GCGS1013
1084350,1148069,1,1554606,1618272,1,4,1.000832469449942,FA1090,GCGS1013
1149140,1217000,1,190426,258426,-1,5,0.9979411764705882,FA1090,GCGS1013
1222812,1591355,1,1170459,1543237,1,6,0.988639351034664,FA1090,GCGS1013
1591359,1594716,1,1152143,1155017,-1,7,1.1680584551148225,FA1090,GCGS1013
1602217,1717278,1,1618871,1733997,1,8,0.9994354012125845,FA1090,GCGS1013
1717283,2046393,1,1735009,2068092,-1,9,0.9880720421036198,FA1090,GCGS1013
2047519,2155339,1,2068435,2176614,1,10,0.996681426154799,FA1090,GCGS1013
1,74637,1,1,74949,1,0,0.9958371137321876,FA1090,GCGS1014
75325,187800,1,98635,212551,1,1,0.9873503283120896,FA1090,GCGS1014
187803,466400,1,281623,562301,1,2,0.9925858100741776,FA1090,GCGS1014
471786,1068667,1,562306,1169548,-1,3,0.9829376097173779,FA1090,GCGS1014
1070479,1072613,1,1568216,1570351,-1,4,0.9995316159250586,FA1090,GCGS1014
1084598,1147871,1,1579930,1643243,1,5,0.9993682182174277,FA1090,GCGS1014
1149140,1217000,1,213624,281620,-1,6,0.9979998823460203,FA1090,GCGS1014
1222807,1591355,1,1195488,1568214,1,7,0.9887906934316361,FA1090,GCGS1014
1591359,1598105,1,1173697,1180062,-1,8,1.059858601728201,FA1090,GCGS1014
1601430,1716934,1,1643253,1758692,1,9,1.0005630679406439,FA1090,GCGS1014
1716938,2015578,1,1759618,2058498,-1,10,0.9991970021413277,FA1090,GCGS1014
2015601,2038045,1,78283,98600,1,11,1.1046906531476104,FA1090,GCGS1014
2047526,2155339,1,2058504,2166665,1,12,0.996782574125609,FA1090,GCGS1014
1,187690,1,1,189196,1,0,0.9920399587726948,FA1090,GCGS1095
187693,466400,1,258264,539129,1,1,0.9923165933811617,FA1090,GCGS1095
471786,1068667,1,539134,1146342,-1,2,0.982992648318204,FA1090,GCGS1095
1084598,1148069,1,1556499,1620010,1,3,0.9993701878414762,FA1090,GCGS1095
1149250,1217000,1,190379,258261,-1,4,0.9980554491617807,FA1090,GCGS1095
1221073,1587984,1,1170617,1540647,1,5,0.9915709537064562,FA1090,GCGS1095
1602275,1716934,1,1620667,1735263,1,6,1.0005497574086355,FA1090,GCGS1095
1716938,2044881,1,1735837,2064647,-1,7,0.9973632188802044,FA1090,GCGS1095
2047521,2155339,1,2064650,2172825,1,8,0.9966997920036977,FA1090,GCGS1095
1,187804,1,1,187249,1,0,1.0029639835939503,FA1090,GGG022
187807,460277,1,256318,530859,1,1,0.9924565001220218,FA1090,GGG022
470142,1065374,1,542058,1147805,1,2,0.9826412677239837,FA1090,GGG022
1085240,1148069,1,1549066,1611925,1,3,0.9995227413735503,FA1090,GGG022
1149137,1217000,1,188318,256315,-1,4,0.998029324823154,FA1090,GGG022
1220400,1587010,1,1166798,1531615,1,5,1.0049147928961644,FA1090,GGG022
1591319,1594577,1,533225,536843,1,6,0.900497512437811,FA1090,GGG022
1603117,1717553,1,1613424,1727863,1,7,0.9999737851606533,FA1090,GGG022
1717557,2045829,1,1729531,2059539,-1,8,0.9947395214661463,FA1090,GGG022
2047523,2155339,1,2060160,2168602,1,9,0.9942273288947087,FA1090,GGG022
1,465893,1,1,466569,1,0,0.998551122237273,FA1090,GGG031
471791,1066546,1,468467,1130278,-1,1,0.8986780213686385,FA1090,GGG031
1084871,1105338,1,1649372,1669822,1,2,1.0008312958435208,FA1090,GGG031
1107566,1594855,1,1151343,1638629,1,3,1.0000061565487208,FA1090,GGG031
1602887,2155339,1,1669827,2232431,1,4,0.9819553362578297,FA1090,GGG031
1,187801,1,1,189058,1,0,0.993351211539377,FA1090,H035
187804,465942,1,258225,535916,1,1,1.001609702871177,FA1090,H035
471786,1066545,1,537735,1141699,-1,2,0.9847590253723731,FA1090,H035
1085361,1148069,1,1547509,1610246,1,3,0.999537752841226,FA1090,H035
1149139,1217000,1,190130,258222,-1,4,0.9966075309874876,FA1090,H035
1220876,1591359,1,1163803,1537014,1,5,0.9926904619638757,FA1090,H035
1602275,1717233,1,1610902,1725926,1,6,0.9994262067046877,FA1090,H035
1717238,2046681,1,1726295,2059118,-1,7,0.9898444518557912,FA1090,H035
2047519,2155339,1,2059417,2167942,1,8,0.993503800967519,FA1090,H035
1,1080372,1,1,1146966,1,0,0.941938943210996,FA1090,HHH023
1085470,1105432,1,1646751,1666729,1,1,0.9991991190309341,FA1090,HHH023
1109888,1594564,1,1153800,1635446,1,2,1.0062909273615892,FA1090,HHH023
1602980,2155339,1,1666733,2219729,1,3,0.9988480929337644,FA1090,HHH023
1,187732,1,1,189857,1,0,0.9888073065902578,FA1090,HHH030
187734,423144,1,258919,496581,1,1,0.9905243581220389,FA1090,HHH030
423149,1070102,1,658695,1371407,-1,2,0.9077341198127715,FA1090,HHH030
1070437,1072613,1,1604354,1606527,-1,3,1.0013805798435342,FA1090,HHH030
1085316,1147319,1,1614898,1676900,1,4,1.0000161285119835,FA1090,HHH030
1149209,1217000,1,190997,258916,-1,5,0.9981154021702322,FA1090,HHH030
1222428,1356061,1,498645,638998,-1,6,0.9521207241740469,FA1090,HHH030
1358214,1591355,1,1371500,1604352,1,7,1.0012411317059764,FA1090,HHH030
1591367,1594716,1,654065,656931,1,8,1.1685275645498954,FA1090,HHH030
1600873,1717300,1,1676905,1793380,1,9,0.9995878943979395,FA1090,HHH030
1717305,2043323,1,1793777,2126816,-1,10,0.9789183849338966,FA1090,HHH030
2047521,2133151,1,2127183,2212987,1,11,0.997972122511771,FA1090,HHH030
2134159,2136022,1,2213993,2215853,1,12,1.0016129032258065,FA1090,HHH030
2136025,2137023,1,2212990,2213990,1,13,0.998,FA1090,HHH030
2137026,2155339,1,2216861,2235436,1,14,0.9858950201884253,FA1090,HHH030
1,1066543,1,1,1130415,1,0,0.9434968073643816,FA1090,HHH042
1085464,1105333,1,1647983,1667855,1,1,0.9998490338164251,FA1090,HHH042
1105341,1600961,1,1145588,1643218,1,2,0.9959608544500934,FA1090,HHH042
1602876,2155339,1,1667858,2219204,1,3,1.0020259510361915,FA1090,HHH042
1,1066546,1,1,1136137,1,0,0.9387476499292339,FA1090,JJJ010
1085316,1106493,1,1653246,1674424,1,1,0.9999527811880253,FA1090,JJJ010
1109267,1590991,1,1157266,1639920,1,2,0.998073153853485,FA1090,JJJ010
1607832,2155339,1,1678182,2232196,1,3,0.9882548094452487,FA1090,JJJ010
1,187860,1,1,187309,1,0,1.0029416789459074,FA1090,JJJ020
187908,458714,1,256404,528998,1,1,0.9934407947350272,FA1090,JJJ020
460360,1064574,1,540003,1152346,-1,2,0.9867247604692142,FA1090,JJJ020
1077779,1081573,1,1155210,1159003,1,3,1.0002636435539152,FA1090,JJJ020
1083416,1104124,1,1589861,1610564,1,4,1.0002415108921412,FA1090,JJJ020
1110849,1148067,1,1550590,1587810,1,5,0.9999462654486835,FA1090,JJJ020
1149038,1217000,1,188323,256399,-1,6,0.9983254010223868,FA1090,JJJ020
1223776,1598267,1,1165586,1540644,1,7,0.9984882338198359,FA1090,JJJ020
1603031,1716803,1,1611925,1725636,1,8,1.0005364476611762,FA1090,JJJ020
1717110,2015358,1,1755772,2059698,-1,9,0.9813178207853227,FA1090,JJJ020
2016460,2040174,1,1729071,1754216,-1,10,0.9430900775502088,FA1090,JJJ020
2042147,2043483,1,1754308,1755198,-1,11,1.501123595505618,FA1090,JJJ020
2047523,2155339,1,2059873,2168295,1,12,0.9944107284499456,FA1090,JJJ020
1,1065506,1,1,1132521,1,0,0.9408266520679547,FA1090,JJJ025
1081636,1104732,1,1643452,1666550,1,1,0.9999134124166594,FA1090,JJJ025
1109885,1594577,1,1153004,1635798,1,2,1.0039312833216651,FA1090,JJJ025
1602281,2155339,1,1666555,2217097,1,3,1.004570041885996,FA1090,JJJ025
1,462571,1,1,463022,1,0,0.9990259621053905,FA1090,NCTC8375
464665,1072613,1,463111,1137829,-1,1,0.9010401382503506,FA1090,NCTC8375
1087147,1104861,1,1653397,1671116,1,2,0.9997178170325639,FA1090,NCTC8375
1109715,1597023,1,1153561,1641268,1,3,0.9991818858453949,FA1090,NCTC8375
1602410,2155339,1,1671121,2226955,1,4,0.9947736194619257,FA1090,NCTC8375
1,1035608,1,1,1103384,1,0,0.9385743662898558,FA1090,NG196
1035897,1066543,1,1125233,1154774,1,1,1.037405639619512,FA1090,NG196
1084909,1104174,1,1671165,1690448,1,2,0.999066535290152,FA1090,NG196
1107307,1595263,1,1171879,1660799,1,3,0.9980283072895361,FA1090,NG196
1601723,2015307,1,1690453,2104908,1,4,0.9978984449457722,FA1090,NG196
2015313,2038089,1,1103391,1123813,-1,5,1.1152678483987857,FA1090,NG196
2038996,2155339,1,2104911,2218879,1,6,1.0208391829285413,FA1090,NG196
1,465942,1,1,465911,1,0,1.0000665364555386,FA1090,NG250
471791,1065429,1,468558,1071774,-1,1,0.9841217739582504,FA1090,NG250
1085317,1104762,1,1591399,1610866,1,2,0.998869882365028,FA1090,NG250
1109715,1594577,1,1093289,1579981,1,3,0.9962399217574975,FA1090,NG250
1602311,2155339,1,1610871,2166131,1,4,0.9959802614991176,FA1090,NG250
1,465966,1,1,466624,1,0,0.9985898680519392,FA1090,NG251
468639,1035762,1,519855,1155693,-1,1,0.891930019910732,FA1090,NG251
1036059,1066546,1,468423,497980,-1,2,1.0314646276685726,FA1090,NG251
1085317,1105035,1,1669012,1688766,1,3,0.9981775842867268,FA1090,NG251
1108146,1595263,1,1173392,1658233,1,4,1.0046943224686031,FA1090,NG251
1602583,2015449,1,1688770,2104102,1,5,0.994062581260293,FA1090,NG251
2016460,2037950,1,499054,519851,1,6,1.0333221137664086,FA1090,NG251
2039790,2155339,1,2105419,2218831,1,7,1.0188428032306986,FA1090,NG251
1,1035541,1,1,1104371,1,0,0.9376748734572652,FA1090,NG290
1035965,1069401,1,1126379,1158083,1,1,1.0546303305576583,FA1090,NG290
1084841,1105209,1,1672252,1692655,1,2,0.9982845659951968,FA1090,NG290
1108146,1599924,1,1173641,1667086,1,3,0.9966217106263109,FA1090,NG290
1602758,2016255,1,1692660,2104040,1,4,1.0051460936360543,FA1090,NG290
2017344,2038158,1,1104376,1125450,-1,5,0.9876625225396223,FA1090,NG290
2040497,2155339,1,2104045,2218679,1,6,1.0018144704014516,FA1090,NG290
1,1063340,1,1,1072946,1,0,0.9910470713783093,FA1090,Ng_118
1083560,1104849,1,1586074,1607370,1,1,0.9996712997746056,FA1090,Ng_118
1109715,1594564,1,1095243,1576685,1,2,1.007076657208968,FA1090,Ng_118
1602398,2155339,1,1607375,2158942,1,3,1.0024910844920019,FA1090,Ng_118
1,1065506,1,1,1172035,1,0,0.9091075856161169,FA1090,Ng_188
1081650,1104762,1,1683685,1706821,1,1,0.9989626556016598,FA1090,Ng_188
1109719,1594577,1,1192514,1676015,1,2,1.0028066126026627,FA1090,Ng_188
1602311,2155339,1,1706826,2258437,1,3,1.0025688392726033,FA1090,Ng_188
1,187651,1,1,187934,1,0,0.9984941441896846,FA1090,RIVM0610
187652,461633,1,300997,576685,1,1,0.9938082179855489,FA1090,RIVM0610
461656,1065429,1,584132,1255028,-1,2,0.8999502158307696,FA1090,RIVM0610
1076857,1080676,1,1258283,1262103,1,3,0.999738219895288,FA1090,RIVM0610
1085339,1105151,1,1654049,1673867,1,4,0.9996972449288526,FA1090,RIVM0610
1108146,1149291,1,187937,229089,-1,5,0.999829898911353,FA1090,RIVM0610
1149292,1220272,1,229893,300992,-1,6,0.9983262774441272,FA1090,RIVM0610
1220679,1600916,1,1266496,1649371,1,7,0.9931100228534117,FA1090,RIVM0610
1602700,1717553,1,1673872,1789095,1,8,0.9967888355623443,FA1090,RIVM0610
1717557,2042129,1,1792353,2120145,-1,9,0.9901766974178747,FA1090,RIVM0610
2044758,2046116,1,1790189,1791414,-1,10,1.1085714285714285,FA1090,RIVM0610
2046228,2046937,1,1791608,1792156,-1,11,1.2937956204379562,FA1090,RIVM0610
2047519,2155339,1,2120762,2229240,1,12,0.9939342539501097,FA1090,RIVM0610
1,187653,1,1,187940,1,0,0.9984729087629497,FA1090,RIVM0640
187654,1065425,1,248702,1194290,-1,1,0.9282806042377865,FA1090,RIVM0640
1084718,1104726,1,1652721,1672738,1,2,0.9995503821751511,FA1090,RIVM0640
1107379,1149291,1,187942,229863,-1,3,0.9997853104649221,FA1090,RIVM0640
1149292,1600702,1,1194295,1648467,1,4,0.9939186035246559,FA1090,RIVM0640
1602275,1717553,1,1672743,1788403,1,5,0.9966972159778662,FA1090,RIVM0640
1717557,2046829,1,1789230,2120981,-1,6,0.9925275281762527,FA1090,RIVM0640
2047519,2155339,1,2121598,2230041,1,7,0.9942550464299217,FA1090,RIVM0640
1,1071094,1,1,1136475,1,0,0.9424703072837566,FA1090,SAMEA116302675
1083560,1104902,1,1642651,1664002,1,1,0.9995784740761556,FA1090,SAMEA116302675
1109880,1596463,1,1151585,1635025,1,2,1.006501323845772,FA1090,SAMEA116302675
1602450,2155339,1,1664006,2218261,1,3,0.9975354304426662,FA1090,SAMEA116302675
1,1070985,1,1,1136294,1,0,0.9425245073233752,FA1090,SAMEA116302676
1083560,1104902,1,1642614,1663965,1,1,0.9995784740761556,FA1090,SAMEA116302676
1109880,1594576,1,1151609,1633235,1,2,1.0063742405933234,FA1090,SAMEA116302676
1602450,2155339,1,1663969,2218152,1,3,0.9976650312261474,FA1090,SAMEA116302676
1,1069996,1,1,1078975,1,0,0.9916782054062471,FA1090,SE690
1085470,1104789,1,1594979,1614328,1,1,0.9984495322755698,FA1090,SE690
1109880,1594576,1,1096206,1583426,1,2,0.9948195886868355,FA1090,SE690
1602339,2155339,1,1614334,2170090,1,3,0.9950409892110926,FA1090,SE690
1,187650,1,1,188782,1,0,0.9940036338402699,FA1090,SRR5827236
187653,1066545,1,257848,1148490,1,1,0.9868072693629988,FA1090,SRR5827236
1070610,1072605,1,1537898,1539893,-1,2,1.0,FA1090,SRR5827236
1085316,1148638,1,1550096,1613319,1,3,1.0015658858326875,FA1090,SRR5827236
1149290,1217000,1,190007,257845,-1,4,0.9981131519207523,FA1090,SRR5827236
1220391,1591354,1,1167022,1537895,1,5,1.0002426706716316,FA1090,SRR5827236
1591357,1594576,1,1152086,1154845,-1,6,1.1667270750271839,FA1090,SRR5827236
1602149,1717418,1,1613331,1728568,1,7,1.0002776885896023,FA1090,SRR5827236
1717423,2044786,1,1728870,2056142,-1,8,1.000278056173458,FA1090,SRR5827236
2047523,2155339,1,2056630,2165034,1,9,0.994575845909745,FA1090,SRR5827236
1,55375,1,1,55957,1,0,0.9895989706197726,FA1090,SRR5827322
55380,55410,1,1887405,1887435,-1,1,1.0,FA1090,SRR5827322
55413,187690,1,55989,189904,1,2,0.9877683605272001,FA1090,SRR5827322
187693,460513,1,258988,534048,1,3,0.9918563222569621,FA1090,SRR5827322
471788,1066291,1,545829,1146349,1,4,0.9899803503630187,FA1090,SRR5827322
1070479,1074313,1,534497,538345,-1,5,0.9963617463617463,FA1090,SRR5827322
1085317,1148586,1,1556576,1619803,1,6,1.000664273174435,FA1090,SRR5827322
1149250,1217000,1,191087,258985,-1,7,0.9978202598014669,FA1090,SRR5827322
1222642,1600915,1,1166950,1551933,1,8,0.9825706589641621,FA1090,SRR5827322
1602121,1717067,1,1619839,1734660,1,9,1.0010886510307349,FA1090,SRR5827322
1717071,1891436,1,1887507,2068541,-1,10,0.9631616160500237,FA1090,SRR5827322
1891550,2044506,1,1736553,1887392,-1,11,1.0140348318405716,FA1090,SRR5827322
2047521,2155339,1,2068675,2176942,1,12,0.9958528452806488,FA1090,SRR5827322
1,1057904,1,1,1123057,1,0,0.9419859739852687,FA1090,SRRSH203
1084871,1104727,1,1641481,1661340,1,1,0.9998489349916915,FA1090,SRRSH203
1109885,1594578,1,1147177,1632267,1,2,0.9991815951679069,FA1090,SRRSH203
1602276,2155339,1,1661345,2217387,1,3,0.9946424910348499,FA1090,SRRSH203
1,1057904,1,1,1123041,1,0,0.9419993945006411,FA1090,SRRSH204
1084979,1104726,1,1641581,1661333,1,1,0.9997468610773592,FA1090,SRRSH204
1109885,1594578,1,1147161,1632259,1,2,0.9991651171515858,FA1090,SRRSH204
1602275,2155339,1,1661338,2217364,1,3,0.994672910978983,FA1090,SRRSH204
1,1057904,1,1,1123031,1,0,0.9420077825169407,FA1090,SRRSH205
1083515,1104726,1,1640111,1661327,1,1,0.9997643288084465,FA1090,SRRSH205
1109885,1594578,1,1147151,1632253,1,2,0.9991568783472342,FA1090,SRRSH205
1602275,2155339,1,1661332,2217377,1,3,0.9946389231087412,FA1090,SRRSH205
1,778208,1,1,778987,1,0,0.9989999820279184,FA1090,SRRSH207
778249,1057904,1,836668,1122146,1,1,0.9796026313761481,FA1090,SRRSH207
1061366,1061604,1,834627,834861,1,2,1.017094017094017,FA1090,SRRSH207
1083515,1104727,1,1639248,1660463,1,3,0.9998585906198445,FA1090,SRRSH207
1109880,1594578,1,1146255,1631196,1,4,0.9994989081145954,FA1090,SRRSH207
1602276,2155339,1,1660468,2214666,1,5,0.9979519954961945,FA1090,SRRSH207
1,1057904,1,1,1123011,1,0,0.9420245589976937,FA1090,SRRSH214
1083515,1104727,1,1640072,1661287,1,1,0.9998585906198445,FA1090,SRRSH214
1109885,1596483,1,1147128,1633283,1,2,1.000911232014481,FA1090,SRRSH214
1602276,2155339,1,1661292,2217337,1,3,0.9946371246931454,FA1090,SRRSH214
1,1057904,1,1,1123058,1,0,0.9419851352157549,FA1090,SRRSH229
1083515,1104726,1,1640126,1661342,1,1,0.9997643288084465,FA1090,SRRSH229
1109885,1596483,1,1147178,1633337,1,2,1.0009029967562053,FA1090,SRRSH229
1602275,2155339,1,1661347,2219936,1,3,0.9901090068010648,FA1090,SRRSH229
1,778206,1,1,778983,1,0,0.9990025443463392,FA1090,SRRSH240
778249,1057906,1,836663,1122143,1,1,0.9796027742749054,FA1090,SRRSH240
1061462,1061522,1,834911,834968,1,2,1.0526315789473684,FA1090,SRRSH240
1083515,1104727,1,1639248,1660463,1,3,0.9998585906198445,FA1090,SRRSH240
1109880,1594578,1,1146250,1631196,1,4,0.9994886028547508,FA1090,SRRSH240
1602276,2155339,1,1660468,2214660,1,5,0.997962799896065,FA1090,SRRSH240
1,1057904,1,1,1121410,1,0,0.94336945753066,FA1090,SS3160
1085361,1104727,1,1640917,1660283,1,1,1.0,FA1090,SS3160
1109885,1591370,1,1145728,1630243,1,2,0.9937463236432309,FA1090,SS3160
1602276,2155339,1,1660288,2214955,1,3,0.9971081748147987,FA1090,SS3160
1,462630,1,1,464305,1,0,0.9963924497742858,FA1090,TFG-A2
471574,1065429,1,470439,1132239,-1,1,0.8973330311272287,FA1090,TFG-A2
1085470,1103935,1,1654063,1672547,1,2,0.9989720839645099,FA1090,TFG-A2
1109267,1594577,1,1155838,1643313,1,3,0.9955587466023899,FA1090,TFG-A2
1601484,2155339,1,1672552,2221669,1,4,1.0086283979552628,FA1090,TFG-A2
1,1064174,1,1,1133987,1,0,0.9384357478840126,FA1090,TFG-B2
1085317,1104965,1,1652585,1672255,1,1,0.9988815455007626,FA1090,TFG-B2
1109885,1594577,1,1155626,1641988,1,2,0.996566343587698,FA1090,TFG-B2
1602513,2155339,1,1672259,2220306,1,3,1.0087200550317765,FA1090,TFG-B2
1,1070313,1,1,1141609,1,0,0.9375477396794697,FA1090,TH1713
1084371,1104763,1,1654354,1674782,1,1,0.9982377129430194,FA1090,TH1713
1109715,1595311,1,1158373,1645354,1,2,0.9971559465359018,FA1090,TH1713
1602312,2155339,1,1674787,2228256,1,3,0.9992014006204503,FA1090,TH1713
1,1070314,1,1,1141117,1,0,0.9379528461611265,FA1090,TH2288
1084351,1104763,1,1653856,1674304,1,1,0.9982394366197183,FA1090,TH2288
1109715,1595263,1,1157880,1644832,1,2,0.997116758941333,FA1090,TH2288
1602312,2155339,1,1674309,2227834,1,3,0.9991003116390407,FA1090,TH2288
1,68719,1,1,69049,1,0,0.9952207160236357,FA1090,TUM15748
68990,458417,1,1172648,1564356,-1,1,0.9941767847478223,FA1090,TUM15748
468741,1066004,1,468921,1120626,1,2,0.9164622029906169,FA1090,TUM15748
1085437,1104723,1,1685580,1704865,1,3,1.000051853772362,FA1090,TUM15748
1108146,1483103,1,69767,448479,-1,4,0.9900848137898984,FA1090,TUM15748
1484132,1595992,1,1564413,1675270,1,5,1.0090476920717681,FA1090,TUM15748
1596425,1598502,1,466950,468916,1,6,1.0564598168870805,FA1090,TUM15748
1602272,2038528,1,1704870,2138706,1,7,1.0055781447367207,FA1090,TUM15748
2038544,2039117,1,2140876,2141429,1,8,1.0361663652802893,FA1090,TUM15748
2039982,2041365,1,2139031,2140411,1,9,1.0021739130434784,FA1090,TUM15748
2044067,2155339,1,2141456,2250559,1,10,1.01988029660046,FA1090,TUM15748
1,187801,1,1,188859,1,0,0.9943979074225079,FA1090,TUM16691
187804,1066545,1,257931,1145031,1,1,0.9905771615375945,FA1090,TUM16691
1084909,1148587,1,1550086,1613746,1,2,1.000282752120641,FA1090,TUM16691
1149139,1218179,1,189477,257928,-1,3,1.0086046953295058,FA1090,TUM16691
1222194,1590987,1,1164246,1537000,1,4,0.9893736888135338,FA1090,TUM16691
1602121,1717233,1,1613781,1728962,1,5,0.9994009428638404,FA1090,TUM16691
1717238,2046601,1,1729466,2058477,-1,6,1.0010698730437584,FA1090,TUM16691
2047519,2155339,1,2058776,2167195,1,7,0.994475138121547,FA1090,TUM16691
1,1070434,1,1,1141348,1,0,0.9378681505274031,FA1090,UMASS-DGI_1
1084871,1104703,1,1655202,1675041,1,1,0.9996471596350622,FA1090,UMASS-DGI_1
1109715,1596464,1,1157057,1645840,1,2,0.9958386441426973,FA1090,UMASS-DGI_1
1602251,2155339,1,1675045,2227417,1,3,1.0012962279043833,FA1090,UMASS-DGI_1
1,69256,1,1,68608,1,0,1.0094451003541913,FA1090,UMASS-DGI_26
69280,1065327,1,476328,1539948,-1,1,0.9364688516575469,FA1090,UMASS-DGI_26
1084598,1103935,1,1660712,1680050,1,2,0.9999482883441928,FA1090,UMASS-DGI_26
1109451,1483050,1,74754,455333,-1,3,0.9816595240410007,FA1090,UMASS-DGI_26
1483415,1596463,1,1539958,1651996,1,4,1.0090147985504918,FA1090,UMASS-DGI_26
1601484,2018302,1,1680055,2092224,1,5,1.011279353857277,FA1090,UMASS-DGI_26
2018307,2038934,1,2096837,2116300,1,6,1.059805785336279,FA1090,UMASS-DGI_26
